phi_deg,理论_x,理论_y,实际_x,实际_y,z
23.0,150.2077,23.3565,140.3265,21.8200,0
23.5,150.4058,22.0448,140.5116,20.5946,0
24.0,150.5925,20.7314,140.6859,19.3676,0
24.5,150.7677,19.4165,140.8496,18.1392,0
25.0,150.9314,18.1001,141.0025,16.9094,0
25.5,151.0836,16.7823,141.1447,15.6783,0
26.0,151.2243,15.4632,141.2761,14.4460,0
26.5,151.3535,14.1429,141.3968,13.2126,0
27.0,151.4711,12.8216,141.5067,11.9782,0
27.5,151.5772,11.4993,141.6059,10.7428,0
28.0,151.6718,10.1761,141.6942,9.5067,0
28.5,151.7548,8.8522,141.7718,8.2698,0
29.0,151.8263,7.5275,141.8386,7.0323,0
29.5,151.8862,6.2023,141.8945,5.7943,0
30.0,151.9346,4.8767,141.9397,4.5559,0
30.5,151.9713,3.5506,141.9741,3.3170,0
31.0,151.9965,2.2243,141.9976,2.0780,0
31.5,152.0101,0.8978,142.0103,0.8387,0
32.0,152.0122,-0.4288,142.0122,-0.4005,0
32.5,152.0027,-1.7553,142.0033,-1.6398,0
33.0,151.9816,-3.0817,141.9836,-2.8789,0
33.5,151.9489,-4.4078,141.9531,-4.1179,0
34.0,151.9046,-5.7336,141.9117,-5.3565,0
34.5,151.8488,-7.0590,141.8596,-6.5947,0
35.0,151.7814,-8.3839,141.7966,-7.8323,0
35.5,151.7025,-9.7081,141.7229,-9.0694,0
36.0,151.6120,-11.0315,141.6384,-10.3058,0
36.5,151.5100,-12.3542,141.5430,-11.5415,0
37.0,151.3964,-13.6759,141.4369,-12.7762,0
37.5,151.2713,-14.9965,141.3200,-14.0100,0
38.0,151.1346,-16.3160,141.1924,-15.2427,0
38.5,150.9865,-17.6343,141.0540,-16.4742,0
39.0,150.8269,-18.9512,140.9049,-17.7045,0
39.5,150.6557,-20.2667,140.7450,-18.9334,0
40.0,150.4732,-21.5806,140.5744,-20.1609,0
40.5,150.2791,-22.8929,140.3931,-21.3869,0
41.0,150.0736,-24.2034,140.2012,-22.6112,0
41.5,149.8567,-25.5121,139.9985,-23.8338,0
42.0,149.6283,-26.8189,139.7852,-25.0546,0
42.5,149.3886,-28.1236,139.5612,-26.2735,0
43.0,149.1375,-29.4262,139.3266,-27.4904,0
43.5,148.8750,-30.7265,139.0814,-28.7052,0
44.0,148.6012,-32.0245,138.8256,-29.9178,0
44.5,148.3161,-33.3200,138.5593,-31.1281,0
45.0,148.0197,-34.6131,138.2824,-32.3361,0
45.5,147.7120,-35.9034,137.9949,-33.5416,0
46.0,147.3931,-37.1911,137.6970,-34.7445,0
46.5,147.0629,-38.4759,137.3885,-35.9448,0
47.0,146.7215,-39.7578,137.0696,-37.1424,0
47.5,146.3690,-41.0367,136.7403,-38.3371,0
48.0,146.0053,-42.3124,136.4005,-39.5289,0
48.5,145.6305,-43.5849,136.0504,-40.7177,0
49.0,145.2446,-44.8541,135.6899,-41.9034,0
49.5,144.8477,-46.1199,135.3190,-43.0859,0
50.0,144.4397,-47.3821,134.9379,-44.2651,0
50.5,144.0207,-48.6408,134.5465,-45.4410,0
51.0,143.5908,-49.8957,134.1448,-46.6134,0
51.5,143.1499,-51.1469,133.7329,-47.7822,0
52.0,142.6981,-52.3941,133.3109,-48.9474,0
52.5,142.2354,-53.6374,132.8786,-50.1089,0
53.0,141.7620,-54.8766,132.4363,-51.2666,0
53.5,141.2777,-56.1116,131.9839,-52.4203,0
54.0,140.7826,-57.3423,131.5214,-53.5701,0
54.5,140.2769,-58.5687,131.0489,-54.7158,0
55.0,139.7604,-59.7906,130.5664,-55.8573,0
55.5,139.2333,-61.0079,130.0740,-56.9946,0
56.0,138.6957,-62.2206,129.5717,-58.1275,0
56.5,138.1474,-63.4286,129.0595,-59.2560,0
57.0,137.5886,-64.6317,128.5375,-60.3800,0
57.5,137.0194,-65.8299,128.0057,-61.4994,0
58.0,136.4397,-67.0231,127.4642,-62.6141,0
58.5,135.8496,-68.2112,126.9129,-63.7240,0
59.0,135.2492,-69.3941,126.3520,-64.8291,0
59.5,134.6385,-70.5717,125.7814,-65.9292,0
60.0,134.0175,-71.7440,125.2013,-67.0244,0
60.5,133.3863,-72.9107,124.6117,-68.1144,0
61.0,132.7450,-74.0720,124.0125,-69.1992,0
61.5,132.0936,-75.2276,123.4039,-70.2788,0
62.0,131.4320,-76.3774,122.7859,-71.3530,0
62.5,130.7605,-77.5214,122.1586,-72.4218,0
63.0,130.0791,-78.6596,121.5219,-73.4850,0
63.5,129.3877,-79.7917,120.8760,-74.5427,0
64.0,128.6864,-80.9178,120.2209,-75.5947,0
64.5,127.9754,-82.0377,119.5567,-76.6409,0
65.0,127.2546,-83.1514,118.8833,-77.6813,0
65.5,126.5242,-84.2587,118.2009,-78.7158,0
66.0,125.7841,-85.3596,117.5095,-79.7443,0
66.5,125.0344,-86.4540,116.8091,-80.7667,0
67.0,124.2752,-87.5418,116.0999,-81.7830,0
67.5,123.5065,-88.6230,115.3818,-82.7930,0
68.0,122.7284,-89.6974,114.6549,-83.7967,0
68.5,121.9410,-90.7650,113.9193,-84.7941,0
69.0,121.1443,-91.8256,113.1750,-85.7850,0
69.5,120.3384,-92.8793,112.4220,-86.7693,0
70.0,119.5233,-93.9259,111.6606,-87.7471,0
70.5,118.6991,-94.9654,110.8906,-88.7182,0
71.0,117.8658,-95.9976,110.1122,-89.6825,0
71.5,117.0236,-97.0225,109.3254,-90.6400,0
72.0,116.1725,-98.0400,108.5302,-91.5905,0
72.5,115.3125,-99.0500,107.7268,-92.5341,0
73.0,114.4438,-100.0526,106.9152,-93.4707,0
73.5,113.5663,-101.0474,106.0955,-94.4001,0
74.0,112.6802,-102.0346,105.2676,-95.3224,0
74.5,111.7855,-103.0141,104.4318,-96.2374,0
75.0,110.8823,-103.9856,103.5880,-97.1451,0
75.5,109.9706,-104.9493,102.7363,-98.0453,0
76.0,109.0506,-105.9050,101.8768,-98.9381,0
76.5,108.1222,-106.8526,101.0095,-99.8234,0
77.0,107.1857,-107.7920,100.1346,-100.7010,0
77.5,106.2409,-108.7233,99.2520,-101.5710,0
78.0,105.2881,-109.6463,98.3619,-102.4333,0
78.5,104.3273,-110.5609,97.4642,-103.2878,0
79.0,103.3585,-111.4671,96.5592,-104.1343,0
79.5,102.3818,-112.3648,95.6468,-104.9730,0
80.0,101.3974,-113.2540,94.7271,-105.8037,0
80.5,100.4052,-114.1345,93.8002,-106.6263,0
81.0,99.4054,-115.0063,92.8661,-107.4408,0
81.5,98.3980,-115.8694,91.9250,-108.2471,0
82.0,97.3831,-116.7237,90.9769,-109.0451,0
82.5,96.3608,-117.5691,90.0218,-109.8349,0
83.0,95.3312,-118.4055,89.0599,-110.6163,0
83.5,94.2943,-119.2329,88.0912,-111.3893,0
84.0,93.2502,-120.0512,87.1158,-112.1538,0
84.5,92.1990,-120.8604,86.1338,-112.9097,0
85.0,91.1408,-121.6604,85.1452,-113.6571,0
85.5,90.0757,-122.4511,84.1501,-114.3958,0
86.0,89.0037,-123.2325,83.1486,-115.1257,0
86.5,87.9249,-124.0045,82.1408,-115.8470,0
87.0,86.8394,-124.7670,81.1268,-116.5594,0
87.5,85.7473,-125.5201,80.1065,-117.2629,0
88.0,84.6487,-126.2636,79.0802,-117.9575,0
88.5,83.5436,-126.9975,78.0478,-118.6431,0
89.0,82.4322,-127.7217,77.0095,-119.3196,0
89.5,81.3145,-128.4362,75.9653,-119.9871,0
90.0,80.1906,-129.1409,74.9155,-120.6454,0
90.5,79.0600,-129.8347,73.8825,-121.2794,0
91.0,77.9204,-130.5121,72.8871,-121.8712,0
91.5,76.7688,-131.1667,71.9274,-122.4168,0
92.0,75.6027,-131.7920,71.0015,-122.9135,0
92.5,74.4199,-132.3816,70.1073,-123.3594,0
93.0,73.2186,-132.9294,69.2425,-123.7539,0
93.5,71.9971,-133.4296,68.4040,-124.0974,0
94.0,70.7540,-133.8765,67.5879,-124.3910,0
94.5,69.4883,-134.2653,66.7889,-124.6365,0
95.0,68.1993,-134.5913,66.0002,-124.8361,0
95.5,66.8863,-134.8507,65.2137,-124.9916,0
96.0,65.5491,-135.0400,64.4201,-125.1039,0
96.5,64.1874,-135.1566,63.6094,-125.1733,0
97.0,62.8014,-135.1986,62.7716,-125.1986,0
97.5,61.3911,-135.1646,61.8972,-125.1775,0
98.0,59.9569,-135.0544,60.9779,-125.1066,0
98.5,58.4993,-134.8680,60.0071,-124.9824,0
99.0,57.0189,-134.6067,58.9801,-124.8009,0
99.5,55.5163,-134.2720,57.8941,-124.5588,0
100.0,53.9924,-133.8666,56.7480,-124.2538,0
100.5,52.4482,-133.3936,55.5423,-123.8843,0
101.0,50.8850,-132.8567,54.2789,-123.4503,0
101.5,49.3040,-132.2604,52.9604,-122.9529,0
102.0,47.7069,-131.6097,51.5903,-122.3945,0
102.5,46.0953,-130.9098,50.1724,-121.7787,0
103.0,44.4712,-130.1665,48.7111,-121.1098,0
103.5,42.8369,-129.3860,47.2107,-120.3932,0
104.0,41.1946,-128.5746,45.6757,-119.6348,0
104.5,39.5472,-127.7387,44.1108,-118.8408,0
105.0,37.8973,-126.8850,42.5207,-118.0180,0
105.5,36.2480,-126.0200,40.9097,-117.1731,0
106.0,34.6024,-125.1504,39.2824,-116.3131,0
106.5,32.9639,-124.2824,37.6430,-115.4446,0
107.0,31.3357,-123.4222,35.9959,-114.5744,0
107.5,29.7213,-122.5758,34.3447,-113.7088,0
108.0,28.1239,-121.7487,32.6933,-112.8537,0
108.5,26.5468,-120.9461,31.0448,-112.0148,0
109.0,24.9931,-120.1729,29.4022,-111.1974,0
109.5,23.4655,-119.4333,27.7681,-110.4063,0
110.0,21.9668,-118.7313,26.1445,-109.6457,0
110.5,20.4991,-118.0700,24.5329,-108.9197,0
111.0,19.0644,-117.4524,22.9346,-108.2317,0
111.5,17.6642,-116.8805,21.3504,-107.5848,0
112.0,16.2993,-116.3562,19.7809,-106.9818,0
112.5,14.9705,-115.8804,18.2263,-106.4252,0
113.0,13.6779,-115.4536,16.6873,-105.9172,0
113.5,12.4209,-115.0757,15.1647,-105.4595,0
114.0,11.1987,-114.7460,13.6598,-105.0536,0
114.5,10.0101,-114.4632,12.1750,-104.7003,0
115.0,8.8532,-114.2253,10.7137,-104.3999,0
115.5,7.7259,-114.0299,9.2802,-104.1514,0
116.0,6.6258,-113.8739,7.8800,-103.9529,0
116.5,5.5502,-113.7537,6.5194,-103.8008,0
117.0,4.4961,-113.6652,5.2050,-103.6904,0
117.5,3.4603,-113.6037,3.9433,-103.6154,0
118.0,2.4398,-113.5641,2.7400,-103.5686,0
118.5,1.4312,-113.5410,1.5999,-103.5424,0
119.0,0.4315,-113.5283,0.5263,-103.5288,0
119.5,-0.5624,-113.5201,-0.4791,-103.5204,0
120.0,-1.5535,-113.5097,-1.4164,-103.5107,0
120.5,-2.5439,-113.4918,-2.3198,-103.4944,0
121.0,-3.5342,-113.4653,-3.2229,-103.4702,0
121.5,-4.5243,-113.4302,-4.1257,-103.4381,0
122.0,-5.5139,-113.3864,-5.0282,-103.3982,0
122.5,-6.5032,-113.3339,-5.9303,-103.3504,0
123.0,-7.4920,-113.2729,-6.8320,-103.2947,0
123.5,-8.4802,-113.2032,-7.7331,-103.2311,0
124.0,-9.4677,-113.1249,-8.6337,-103.1597,0
124.5,-10.4545,-113.0379,-9.5336,-103.0804,0
125.0,-11.4406,-112.9424,-10.4328,-102.9933,0
125.5,-12.4257,-112.8383,-11.3311,-102.8983,0
126.0,-13.4099,-112.7255,-12.2287,-102.7955,0
126.5,-14.3931,-112.6042,-13.1252,-102.6849,0
127.0,-15.3752,-112.4743,-14.0208,-102.5665,0
127.5,-16.3562,-112.3359,-14.9153,-102.4402,0
128.0,-17.3358,-112.1889,-15.8087,-102.3061,0
128.5,-18.3142,-112.0333,-16.7009,-102.1643,0
129.0,-19.2912,-111.8692,-17.5918,-102.0147,0
129.5,-20.2667,-111.6966,-18.4814,-101.8573,0
130.0,-21.2406,-111.5155,-19.3695,-101.6921,0
130.5,-22.2129,-111.3259,-20.2562,-101.5192,0
131.0,-23.1836,-111.1278,-21.1413,-101.3386,0
131.5,-24.1525,-110.9213,-22.0249,-101.1502,0
132.0,-25.1195,-110.7063,-22.9067,-100.9542,0
132.5,-26.0846,-110.4829,-23.7868,-100.7504,0
133.0,-27.0478,-110.2510,-24.6651,-100.5390,0
133.5,-28.0089,-110.0108,-25.5416,-100.3200,0
134.0,-28.9678,-109.7622,-26.4160,-100.0932,0
134.5,-29.9245,-109.5052,-27.2885,-99.8589,0
135.0,-30.8790,-109.2399,-28.1589,-99.6170,0
135.5,-31.8311,-108.9663,-29.0271,-99.3675,0
136.0,-32.7808,-108.6844,-29.8931,-99.1104,0
136.5,-33.7280,-108.3942,-30.7569,-98.8457,0
137.0,-34.6726,-108.0957,-31.6183,-98.5736,0
137.5,-35.6146,-107.7890,-32.4773,-98.2939,0
138.0,-36.5539,-107.4741,-33.3338,-98.0067,0
138.5,-37.4903,-107.1510,-34.1878,-97.7121,0
139.0,-38.4240,-106.8198,-35.0392,-97.4101,0
139.5,-39.3547,-106.4804,-35.8879,-97.1006,0
140.0,-40.2824,-106.1329,-36.7339,-96.7837,0
140.5,-41.2070,-105.7774,-37.5771,-96.4595,0
141.0,-42.1285,-105.4137,-38.4174,-96.1279,0
141.5,-43.0468,-105.0421,-39.2548,-95.7889,0
142.0,-43.9618,-104.6625,-40.0892,-95.4427,0
142.5,-44.8735,-104.2748,-40.9206,-95.0893,0
143.0,-45.7817,-103.8793,-41.7488,-94.7286,0
143.5,-46.6865,-103.4758,-42.5739,-94.3606,0
144.0,-47.5877,-103.0644,-43.3957,-93.9855,0
144.5,-48.4853,-102.6452,-44.2142,-93.6032,0
145.0,-49.3792,-102.2182,-45.0294,-93.2138,0
145.5,-50.2693,-101.7834,-45.8411,-92.8173,0
146.0,-51.1556,-101.3409,-46.6493,-92.4138,0
146.5,-52.0380,-100.8906,-47.4540,-92.0032,0
147.0,-52.9165,-100.4327,-48.2551,-91.5855,0
147.5,-53.7909,-99.9671,-49.0525,-91.1610,0
148.0,-54.6612,-99.4938,-49.8461,-90.7294,0
148.5,-55.5274,-99.0130,-50.6360,-90.2910,0
149.0,-56.3893,-98.5247,-51.4220,-89.8457,0
149.5,-57.2469,-98.0289,-52.2040,-89.3935,0
150.0,-58.1002,-97.5256,-52.9822,-88.9346,0
150.5,-58.9490,-97.0149,-53.7562,-88.4688,0
151.0,-59.7934,-96.4967,-54.5262,-87.9963,0
151.5,-60.6332,-95.9713,-55.2920,-87.5172,0
152.0,-61.4684,-95.4385,-56.0536,-87.0313,0
152.5,-62.2989,-94.8985,-56.8110,-86.5389,0
153.0,-63.1247,-94.3512,-57.5640,-86.0398,0
153.5,-63.9456,-93.7967,-58.3127,-85.5342,0
154.0,-64.7617,-93.2351,-59.0568,-85.0221,0
154.5,-65.5729,-92.6665,-59.7965,-84.5035,0
155.0,-66.3790,-92.0907,-60.5317,-83.9784,0
155.5,-67.1801,-91.5079,-61.2622,-83.4470,0
156.0,-67.9761,-90.9182,-61.9881,-82.9092,0
156.5,-68.7669,-90.3215,-62.7093,-82.3651,0
157.0,-69.5525,-89.7180,-63.4256,-81.8148,0
157.5,-70.3328,-89.1076,-64.1372,-81.2582,0
158.0,-71.1077,-88.4905,-64.8438,-80.6954,0
158.5,-71.8772,-87.8666,-65.5456,-80.1264,0
159.0,-72.6412,-87.2360,-66.2423,-79.5514,0
159.5,-73.3997,-86.5988,-66.9340,-78.9703,0
160.0,-74.1527,-85.9550,-67.6206,-78.3832,0
160.5,-74.8999,-85.3046,-68.3020,-77.7901,0
161.0,-75.6415,-84.6477,-68.9782,-77.1911,0
161.5,-76.3773,-83.9844,-69.6492,-76.5862,0
162.0,-77.1073,-83.3147,-70.3149,-75.9755,0
162.5,-77.8314,-82.6387,-70.9752,-75.3590,0
163.0,-78.5496,-81.9563,-71.6301,-74.7368,0
163.5,-79.2618,-81.2677,-72.2796,-74.1089,0
164.0,-79.9679,-80.5729,-72.9236,-73.4753,0
164.5,-80.6680,-79.8720,-73.5620,-72.8361,0
165.0,-81.3620,-79.1650,-74.1948,-72.1914,0
165.5,-82.0497,-78.4520,-74.8219,-71.5412,0
166.0,-82.7312,-77.7330,-75.4434,-70.8855,0
166.5,-83.4064,-77.0081,-76.0591,-70.2245,0
167.0,-84.0752,-76.2773,-76.6690,-69.5581,0
167.5,-84.7376,-75.5407,-77.2731,-68.8864,0
168.0,-85.3936,-74.7984,-77.8713,-68.2094,0
168.5,-86.0431,-74.0504,-78.4636,-67.5273,0
169.0,-86.6860,-73.2967,-79.0499,-66.8400,0
169.5,-87.3224,-72.5374,-79.6301,-66.1476,0
170.0,-87.9520,-71.7726,-80.2043,-65.4502,0
170.5,-88.5750,-71.0024,-80.7724,-64.7478,0
171.0,-89.1912,-70.2267,-81.3344,-64.0405,0
171.5,-89.8007,-69.4457,-81.8901,-63.3283,0
172.0,-90.4033,-68.6594,-82.4397,-62.6112,0
172.5,-90.9990,-67.8679,-82.9829,-61.8894,0
173.0,-91.5878,-67.0712,-83.5198,-61.1629,0
173.5,-92.1696,-66.2694,-84.0504,-60.4317,0
174.0,-92.7444,-65.4626,-84.5745,-59.6960,0
174.5,-93.3121,-64.6507,-85.0923,-58.9557,0
175.0,-93.8727,-63.8340,-85.6035,-58.2109,0
175.5,-94.4262,-63.0124,-86.1082,-57.4616,0
176.0,-94.9725,-62.1860,-86.6064,-56.7080,0
176.5,-95.5116,-61.3548,-87.0980,-55.9501,0
177.0,-96.0433,-60.5190,-87.5829,-55.1879,0
177.5,-96.5678,-59.6786,-88.0612,-54.4215,0
178.0,-97.0849,-58.8336,-88.5327,-53.6509,0
178.5,-97.5946,-57.9841,-88.9975,-52.8763,0
179.0,-98.0969,-57.1303,-89.4556,-52.0977,0
179.5,-98.5917,-56.2720,-89.9068,-51.3150,0
180.0,-99.0790,-55.4095,-90.3512,-50.5285,0
180.5,-99.5588,-54.5428,-90.7887,-49.7381,0
181.0,-100.0310,-53.6719,-91.2193,-48.9440,0
181.5,-100.4955,-52.7970,-91.6429,-48.1461,0
182.0,-100.9524,-51.9180,-92.0595,-47.3445,0
182.5,-101.4017,-51.0350,-92.4692,-46.5394,0
183.0,-101.8432,-50.1482,-92.8718,-45.7306,0
183.5,-102.2769,-49.2576,-93.2673,-44.9185,0
184.0,-102.7029,-48.3632,-93.6558,-44.1028,0
184.5,-103.1210,-47.4651,-94.0371,-43.2839,0
185.0,-103.5313,-46.5634,-94.4112,-42.4616,0
185.5,-103.9337,-45.6581,-94.7782,-41.6361,0
186.0,-104.3281,-44.7494,-95.1379,-40.8074,0
186.5,-104.7147,-43.8373,-95.4904,-39.9757,0
187.0,-105.0932,-42.9218,-95.8356,-39.1408,0
187.5,-105.4638,-42.0031,-96.1735,-38.3030,0
188.0,-105.8263,-41.0812,-96.5041,-37.4623,0
188.5,-106.1808,-40.1561,-96.8273,-36.6187,0
189.0,-106.5272,-39.2280,-97.1432,-35.7724,0
189.5,-106.8654,-38.2969,-97.4517,-34.9233,0
190.0,-107.1956,-37.3628,-97.7527,-34.0716,0
190.5,-107.5175,-36.4260,-98.0463,-33.2172,0
191.0,-107.8313,-35.4863,-98.3325,-32.3603,0
191.5,-108.1369,-34.5440,-98.6111,-31.5010,0
192.0,-108.4342,-33.5990,-98.8822,-30.6393,0
192.5,-108.7233,-32.6515,-99.1459,-29.7752,0
193.0,-109.0041,-31.7015,-99.4019,-28.9089,0
193.5,-109.2766,-30.7490,-99.6504,-28.0403,0
194.0,-109.5407,-29.7942,-99.8913,-27.1697,0
194.5,-109.7966,-28.8372,-100.1246,-26.2969,0
195.0,-110.0440,-27.8780,-100.3503,-25.4222,0
195.5,-110.2831,-26.9166,-100.5683,-24.5455,0
196.0,-110.5138,-25.9532,-100.7787,-23.6670,0
196.5,-110.7361,-24.9878,-100.9814,-22.7866,0
197.0,-110.9499,-24.0205,-101.1764,-21.9045,0
197.5,-111.1553,-23.0514,-101.3637,-21.0208,0
198.0,-111.3522,-22.0805,-101.5432,-20.1354,0
198.5,-111.5407,-21.1079,-101.7151,-19.2485,0
199.0,-111.7206,-20.1338,-101.8792,-18.3602,0
199.5,-111.8921,-19.1581,-102.0355,-17.4704,0
200.0,-112.0550,-18.1809,-102.1841,-16.5793,0
200.5,-112.2094,-17.2024,-102.3249,-15.6870,0
201.0,-112.3552,-16.2225,-102.4579,-14.7935,0
201.5,-112.4925,-15.2414,-102.5831,-13.8988,0
202.0,-112.6213,-14.2592,-102.7005,-13.0031,0
202.5,-112.7414,-13.2758,-102.8100,-12.1064,0
203.0,-112.8530,-12.2915,-102.9118,-11.2087,0
203.5,-112.9559,-11.3062,-103.0056,-10.3102,0
204.0,-113.0503,-10.3201,-103.0917,-9.4110,0
204.5,-113.1360,-9.3331,-103.1699,-8.5110,0
205.0,-113.2132,-8.3455,-103.2402,-7.6103,0
205.5,-113.2817,-7.3572,-103.3027,-6.7091,0
206.0,-113.3416,-6.3684,-103.3573,-5.8074,0
206.5,-113.3928,-5.3790,-103.4041,-4.9052,0
207.0,-113.4355,-4.3893,-103.4429,-4.0027,0
207.5,-113.4694,-3.3993,-103.4739,-3.0998,0
208.0,-113.4948,-2.4089,-103.4970,-2.1967,0
208.5,-113.5115,-1.4184,-103.5123,-1.2935,0
209.0,-113.5195,-0.4278,-103.5196,-0.3901,0
209.5,-113.5190,0.5628,-103.5191,0.5133,0
210.0,-113.5097,1.5535,-103.5107,1.4166,0
210.5,-113.4918,2.5439,-103.4944,2.3198,0
211.0,-113.4653,3.5342,-103.4702,3.2229,0
211.5,-113.4302,4.5243,-103.4381,4.1257,0
212.0,-113.3864,5.5139,-103.3982,5.0282,0
212.5,-113.3339,6.5032,-103.3504,5.9303,0
213.0,-113.2729,7.4920,-103.2947,6.8320,0
213.5,-113.2032,8.4802,-103.2311,7.7331,0
214.0,-113.1249,9.4677,-103.1597,8.6337,0
214.5,-113.0379,10.4545,-103.0804,9.5336,0
215.0,-112.9424,11.4406,-102.9933,10.4328,0
215.5,-112.8383,12.4257,-102.8983,11.3311,0
216.0,-112.7255,13.4099,-102.7955,12.2287,0
216.5,-112.6042,14.3931,-102.6849,13.1252,0
217.0,-112.4743,15.3752,-102.5665,14.0208,0
217.5,-112.3359,16.3562,-102.4402,14.9153,0
218.0,-112.1889,17.3358,-102.3061,15.8087,0
218.5,-112.0333,18.3142,-102.1643,16.7009,0
219.0,-111.8692,19.2912,-102.0147,17.5918,0
219.5,-111.6966,20.2667,-101.8573,18.4814,0
220.0,-111.5155,21.2406,-101.6921,19.3695,0
220.5,-111.3259,22.2129,-101.5192,20.2562,0
221.0,-111.1278,23.1836,-101.3386,21.1413,0
221.5,-110.9213,24.1525,-101.1502,22.0249,0
222.0,-110.7063,25.1195,-100.9542,22.9067,0
222.5,-110.4829,26.0846,-100.7504,23.7868,0
223.0,-110.2510,27.0478,-100.5390,24.6651,0
223.5,-110.0108,28.0089,-100.3200,25.5416,0
224.0,-109.7622,28.9678,-100.0932,26.4160,0
224.5,-109.5052,29.9245,-99.8589,27.2885,0
225.0,-109.2399,30.8790,-99.6170,28.1589,0
225.5,-108.9663,31.8311,-99.3675,29.0271,0
226.0,-108.6844,32.7808,-99.1104,29.8931,0
226.5,-108.3942,33.7280,-98.8457,30.7569,0
227.0,-108.0957,34.6726,-98.5736,31.6183,0
227.5,-107.7890,35.6146,-98.2939,32.4773,0
228.0,-107.4741,36.5539,-98.0067,33.3338,0
228.5,-107.1510,37.4903,-97.7121,34.1878,0
229.0,-106.8198,38.4240,-97.4101,35.0392,0
229.5,-106.4804,39.3547,-97.1006,35.8879,0
230.0,-106.1329,40.2824,-96.7837,36.7339,0
230.5,-105.7774,41.2070,-96.4595,37.5771,0
231.0,-105.4137,42.1285,-96.1279,38.4174,0
231.5,-105.0421,43.0468,-95.7889,39.2548,0
232.0,-104.6625,43.9618,-95.4427,40.0892,0
232.5,-104.2748,44.8735,-95.0893,40.9206,0
233.0,-103.8793,45.7817,-94.7286,41.7488,0
233.5,-103.4758,46.6865,-94.3606,42.5739,0
234.0,-103.0644,47.5877,-93.9855,43.3957,0
234.5,-102.6452,48.4853,-93.6032,44.2142,0
235.0,-102.2182,49.3792,-93.2138,45.0294,0
235.5,-101.7834,50.2693,-92.8173,45.8411,0
236.0,-101.3409,51.1556,-92.4138,46.6493,0
236.5,-100.8906,52.0380,-92.0032,47.4540,0
237.0,-100.4327,52.9165,-91.5855,48.2551,0
237.5,-99.9671,53.7909,-91.1610,49.0525,0
238.0,-99.4938,54.6612,-90.7294,49.8461,0
238.5,-99.0130,55.5274,-90.2910,50.6360,0
239.0,-98.5247,56.3893,-89.8457,51.4220,0
239.5,-98.0289,57.2469,-89.3935,52.2040,0
240.0,-97.5256,58.1002,-88.9346,52.9822,0
240.5,-97.0149,58.9490,-88.4688,53.7562,0
241.0,-96.4967,59.7934,-87.9963,54.5262,0
241.5,-95.9713,60.6332,-87.5172,55.2920,0
242.0,-95.4385,61.4684,-87.0313,56.0536,0
242.5,-94.8985,62.2989,-86.5389,56.8110,0
243.0,-94.3512,63.1247,-86.0398,57.5640,0
243.5,-93.7967,63.9456,-85.5342,58.3127,0
244.0,-93.2351,64.7617,-85.0221,59.0568,0
