phi_deg,理论_x,理论_y,实际_x,实际_y,z
78.5,51.9360,10.5665,42.1368,8.5728,0
79.0,52.0262,10.1129,42.2100,8.2048,0
79.5,52.1125,9.6585,42.2800,7.8361,0
80.0,52.1948,9.2034,42.3467,7.4669,0
80.5,52.2731,8.7475,42.4103,7.0970,0
81.0,52.3475,8.2910,42.4706,6.7267,0
81.5,52.4178,7.8339,42.5277,6.3558,0
82.0,52.4842,7.3762,42.5815,5.9844,0
82.5,52.5466,6.9179,42.6321,5.6126,0
83.0,52.6049,6.4591,42.6795,5.2404,0
83.5,52.6593,5.9998,42.7236,4.8677,0
84.0,52.7097,5.5400,42.7644,4.4947,0
84.5,52.7560,5.0798,42.8020,4.1214,0
85.0,52.7983,4.6193,42.8364,3.7477,0
85.5,52.8366,4.1583,42.8674,3.3737,0
86.0,52.8709,3.6971,42.8953,2.9995,0
86.5,52.9011,3.2356,42.9198,2.6251,0
87.0,52.9274,2.7738,42.9411,2.2504,0
87.5,52.9496,2.3118,42.9591,1.8756,0
88.0,52.9677,1.8497,42.9738,1.5007,0
88.5,52.9818,1.3874,42.9853,1.1256,0
89.0,52.9919,0.9250,42.9935,0.7505,0
89.5,52.9980,0.4625,42.9984,0.3752,0
90.0,53.0000,0.0000,43.0000,0.0000,0
90.5,52.9979,-0.4625,42.9983,-0.3692,0
91.0,52.9912,-0.9250,42.9932,-0.7267,0
91.5,52.9794,-1.3873,42.9843,-1.0726,0
92.0,52.9619,-1.8495,42.9717,-1.4070,0
92.5,52.9383,-2.3113,42.9552,-1.7304,0
93.0,52.9080,-2.7728,42.9347,-2.0433,0
93.5,52.8707,-3.2337,42.9101,-2.3462,0
94.0,52.8258,-3.6939,42.8815,-2.6399,0
94.5,52.7731,-4.1533,42.8488,-2.9251,0
95.0,52.7121,-4.6117,42.8119,-3.2028,0
95.5,52.6427,-5.0689,42.7707,-3.4739,0
96.0,52.5646,-5.5248,42.7252,-3.7395,0
96.5,52.4775,-5.9791,42.6752,-4.0006,0
97.0,52.3815,-6.4316,42.6205,-4.2582,0
97.5,52.2764,-6.8823,42.5610,-4.5137,0
98.0,52.1622,-7.3309,42.4963,-4.7679,0
98.5,52.0391,-7.7773,42.4261,-5.0221,0
99.0,51.9071,-8.2213,42.3503,-5.2772,0
99.5,51.7664,-8.6627,42.2683,-5.5344,0
100.0,51.6172,-9.1015,42.1799,-5.7944,0
100.5,51.4599,-9.5375,42.0847,-6.0582,0
101.0,51.2948,-9.9707,41.9823,-6.3266,0
101.5,51.1222,-10.4009,41.8726,-6.6003,0
102.0,50.9426,-10.8282,41.7550,-6.8799,0
102.5,50.7564,-11.2524,41.6295,-7.1658,0
103.0,50.5642,-11.6737,41.4959,-7.4587,0
103.5,50.3664,-12.0919,41.3539,-7.7587,0
104.0,50.1636,-12.5072,41.2037,-8.0663,0
104.5,49.9563,-12.9196,41.0453,-8.3817,0
105.0,49.7452,-13.3292,40.8786,-8.7049,0
105.5,49.5307,-13.7361,40.7040,-9.0361,0
106.0,49.3134,-14.1404,40.5217,-9.3753,0
106.5,49.0939,-14.5423,40.3321,-9.7224,0
107.0,48.8727,-14.9419,40.1357,-10.0773,0
107.5,48.6503,-15.3394,39.9328,-10.4399,0
108.0,48.4272,-15.7349,39.7241,-10.8099,0
108.5,48.2038,-16.1288,39.5102,-11.1869,0
109.0,47.9805,-16.5210,39.2918,-11.5706,0
109.5,47.7577,-16.9119,39.0696,-11.9604,0
110.0,47.5358,-17.3016,38.8444,-12.3558,0
110.5,47.3149,-17.6903,38.6170,-12.7561,0
111.0,47.0953,-18.0782,38.3880,-13.1606,0
111.5,46.8772,-18.4654,38.1583,-13.5683,0
112.0,46.6607,-18.8521,37.9287,-13.9785,0
112.5,46.4458,-19.2385,37.6997,-14.3901,0
113.0,46.2325,-19.6245,37.4722,-14.8020,0
113.5,46.0208,-20.0104,37.2466,-15.2131,0
114.0,45.8106,-20.3962,37.0236,-15.6224,0
114.5,45.6016,-20.7819,36.8035,-16.0286,0
115.0,45.3938,-21.1675,36.5868,-16.4306,0
115.5,45.1868,-21.5530,36.3738,-16.8273,0
116.0,44.9803,-21.9384,36.1648,-17.2175,0
116.5,44.7740,-22.3235,35.9598,-17.6003,0
117.0,44.5676,-22.7083,35.7590,-17.9746,0
117.5,44.3605,-23.0926,35.5624,-18.3395,0
118.0,44.1525,-23.4763,35.3700,-18.6943,0
118.5,43.9430,-23.8591,35.1818,-19.0382,0
119.0,43.7316,-24.2408,34.9976,-19.3708,0
119.5,43.5179,-24.6212,34.8174,-19.6915,0
120.0,43.3013,-25.0000,34.6410,-20.0000,0
120.5,43.0815,-25.3769,34.4647,-20.3023,0
121.0,42.8585,-25.7520,34.2850,-20.6046,0
121.5,42.6323,-26.1251,34.1017,-20.9069,0
122.0,42.4031,-26.4964,33.9151,-21.2092,0
122.5,42.1709,-26.8658,33.7252,-21.5114,0
123.0,41.9358,-27.2335,33.5319,-21.8137,0
123.5,41.6980,-27.5993,33.3354,-22.1158,0
124.0,41.4573,-27.9633,33.1357,-22.4180,0
124.5,41.2140,-28.3256,32.9328,-22.7200,0
125.0,40.9680,-28.6861,32.7268,-23.0220,0
125.5,40.7196,-29.0450,32.5178,-23.3239,0
126.0,40.4686,-29.4022,32.3057,-23.6258,0
126.5,40.2152,-29.7577,32.0907,-23.9275,0
127.0,39.9595,-30.1117,31.8728,-24.2291,0
127.5,39.7015,-30.4640,31.6520,-24.5306,0
128.0,39.4412,-30.8148,31.4284,-24.8319,0
128.5,39.1787,-31.1642,31.2021,-25.1331,0
129.0,38.9141,-31.5120,30.9731,-25.4342,0
129.5,38.6474,-31.8584,30.7415,-25.7350,0
130.0,38.3786,-32.2035,30.5072,-26.0356,0
130.5,38.1078,-32.5471,30.2705,-26.3361,0
131.0,37.8350,-32.8894,30.0313,-26.6362,0
131.5,37.5602,-33.2305,29.7896,-26.9362,0
132.0,37.2835,-33.5702,29.5456,-27.2358,0
132.5,37.0049,-33.9088,29.2993,-27.5351,0
133.0,36.7245,-34.2461,29.0507,-27.8341,0
133.5,36.4422,-34.5823,28.7999,-28.1328,0
134.0,36.1580,-34.9174,28.5470,-28.4310,0
134.5,35.8720,-35.2513,28.2919,-28.7289,0
135.0,35.5842,-35.5842,28.0348,-29.0263,0
135.5,35.2946,-35.9161,27.7756,-29.3233,0
136.0,35.0032,-36.2469,27.5145,-29.6197,0
136.5,34.7100,-36.5767,27.2515,-29.9156,0
137.0,34.4150,-36.9055,26.9865,-30.2109,0
137.5,34.1181,-37.2334,26.7197,-30.5056,0
138.0,33.8195,-37.5603,26.4511,-30.7996,0
138.5,33.5190,-37.8864,26.1808,-31.0930,0
139.0,33.2167,-38.2115,25.9087,-31.3856,0
139.5,32.9126,-38.5357,25.6349,-31.6774,0
140.0,32.6065,-38.8590,25.3595,-31.9683,0
140.5,32.2986,-39.1814,25.0824,-32.2584,0
141.0,31.9888,-39.5029,24.8038,-32.5476,0
141.5,31.6770,-39.8235,24.5235,-32.8358,0
142.0,31.3633,-40.1432,24.2417,-33.1230,0
142.5,31.0476,-40.4620,23.9584,-33.4091,0
143.0,30.7298,-40.7799,23.6736,-33.6940,0
143.5,30.4101,-41.0968,23.3873,-33.9777,0
144.0,30.0882,-41.4128,23.0996,-34.2602,0
144.5,29.7642,-41.7279,22.8104,-34.5414,0
145.0,29.4381,-42.0419,22.5198,-34.8212,0
145.5,29.1097,-42.3549,22.2278,-35.0996,0
146.0,28.7792,-42.6669,21.9344,-35.3765,0
146.5,28.4463,-42.9777,21.6396,-35.6519,0
147.0,28.1112,-43.2875,21.3434,-35.9256,0
147.5,27.7737,-43.5960,21.0458,-36.1977,0
148.0,27.4339,-43.9034,20.7469,-36.4680,0
148.5,27.0916,-44.2095,20.4466,-36.7366,0
149.0,26.7469,-44.5143,20.1450,-37.0032,0
149.5,26.3996,-44.8177,19.8421,-37.2679,0
150.0,26.0498,-45.1196,19.5378,-37.5306,0
150.5,25.6975,-45.4201,19.2321,-37.7913,0
151.0,25.3425,-45.7191,18.9252,-38.0498,0
151.5,24.9849,-46.0164,18.6169,-38.3061,0
152.0,24.6245,-46.3120,18.3072,-38.5602,0
152.5,24.2615,-46.6059,17.9962,-38.8119,0
153.0,23.8957,-46.8979,17.6839,-39.0612,0
153.5,23.5271,-47.1880,17.3703,-39.3080,0
154.0,23.1556,-47.4761,17.0554,-39.5523,0
154.5,22.7813,-47.7621,16.7391,-39.7939,0
155.0,22.4042,-48.0459,16.4215,-40.0329,0
155.5,22.0241,-48.3274,16.1025,-40.2692,0
156.0,21.6411,-48.6066,15.7822,-40.5026,0
156.5,21.2551,-48.8833,15.4607,-40.7332,0
157.0,20.8661,-49.1575,15.1378,-40.9608,0
157.5,20.4742,-49.4290,14.8135,-41.1854,0
158.0,20.0792,-49.6978,14.4880,-41.4070,0
158.5,19.6812,-49.9637,14.1611,-41.6254,0
159.0,19.2802,-50.2267,13.8330,-41.8406,0
159.5,18.8762,-50.4866,13.5035,-42.0525,0
160.0,18.4691,-50.7434,13.1727,-42.2611,0
160.5,18.0589,-50.9969,12.8407,-42.4664,0
161.0,17.6458,-51.2470,12.5074,-42.6681,0
161.5,17.2295,-51.4936,12.1727,-42.8664,0
162.0,16.8103,-51.7367,11.8369,-43.0611,0
162.5,16.3880,-51.9760,11.4997,-43.2522,0
163.0,15.9627,-52.2116,11.1613,-43.4396,0
163.5,15.5344,-52.4432,10.8217,-43.6233,0
164.0,15.1031,-52.6708,10.4808,-43.8032,0
164.5,14.6689,-52.8943,10.1388,-43.9793,0
165.0,14.2317,-53.1136,9.7955,-44.1515,0
165.5,13.7917,-53.3285,9.4510,-44.3197,0
166.0,13.3488,-53.5390,9.1053,-44.4840,0
166.5,12.9030,-53.7450,8.7585,-44.6442,0
167.0,12.4545,-53.9463,8.4105,-44.8004,0
167.5,12.0032,-54.1428,8.0614,-44.9525,0
168.0,11.5492,-54.3345,7.7111,-45.1004,0
168.5,11.0925,-54.5213,7.3598,-45.2441,0
169.0,10.6332,-54.7030,7.0073,-45.3835,0
169.5,10.1713,-54.8797,6.6538,-45.5188,0
170.0,9.7070,-55.0511,6.2991,-45.6496,0
170.5,9.2402,-55.2172,5.9435,-45.7762,0
171.0,8.7710,-55.3779,5.5868,-45.8984,0
171.5,8.2995,-55.5331,5.2290,-46.0162,0
172.0,7.8257,-55.6828,4.8703,-46.1296,0
172.5,7.3498,-55.8269,4.5105,-46.2385,0
173.0,6.8717,-55.9653,4.1498,-46.3429,0
173.5,6.3916,-56.0980,3.7881,-46.4428,0
174.0,5.9095,-56.2248,3.4255,-46.5382,0
174.5,5.4255,-56.3457,3.0619,-46.6290,0
175.0,4.9397,-56.4606,2.6974,-46.7153,0
175.5,4.4521,-56.5696,2.3320,-46.7969,0
176.0,3.9629,-56.6725,1.9657,-46.8740,0
176.5,3.4722,-56.7694,1.5985,-46.9464,0
177.0,2.9799,-56.8600,1.2305,-47.0142,0
177.5,2.4863,-56.9445,0.8616,-47.0774,0
178.0,1.9913,-57.0228,0.4918,-47.1359,0
178.5,1.4951,-57.0948,0.1212,-47.1897,0
179.0,0.9977,-57.1606,-0.2502,-47.2388,0
179.5,0.4994,-57.2201,-0.6224,-47.2832,0
180.0,0.0000,-57.2732,-0.9954,-47.3229,0
180.5,-0.5002,-57.3201,-1.3692,-47.3579,0
181.0,-1.0012,-57.3606,-1.7438,-47.3882,0
181.5,-1.5029,-57.3947,-2.1191,-47.4137,0
182.0,-2.0052,-57.4226,-2.4952,-47.4346,0
182.5,-2.5081,-57.4440,-2.8720,-47.4507,0
183.0,-3.0113,-57.4592,-3.2495,-47.4620,0
183.5,-3.5149,-57.4680,-3.6278,-47.4687,0
184.0,-4.0187,-57.4706,-4.0067,-47.4706,0
184.5,-4.5227,-57.4668,-4.3864,-47.4678,0
185.0,-5.0268,-57.4568,-4.7667,-47.4602,0
185.5,-5.5309,-57.4406,-5.1476,-47.4480,0
186.0,-6.0349,-57.4182,-5.5292,-47.4310,0
186.5,-6.5387,-57.3896,-5.9115,-47.4093,0
187.0,-7.0423,-57.3549,-6.2944,-47.3829,0
187.5,-7.5455,-57.3141,-6.6778,-47.3518,0
188.0,-8.0484,-57.2673,-7.0619,-47.3160,0
188.5,-8.5508,-57.2145,-7.4466,-47.2756,0
189.0,-9.0526,-57.1557,-7.8318,-47.2305,0
189.5,-9.5538,-57.0911,-8.2176,-47.1808,0
190.0,-10.0543,-57.0207,-8.6039,-47.1264,0
190.5,-10.5540,-56.9445,-8.9907,-47.0675,0
191.0,-11.0530,-56.8626,-9.3780,-47.0039,0
191.5,-11.5510,-56.7751,-9.7658,-46.9358,0
192.0,-12.0481,-56.6821,-10.1541,-46.8631,0
192.5,-12.5443,-56.5836,-10.5428,-46.7859,0
193.0,-13.0393,-56.4796,-10.9320,-46.7042,0
193.5,-13.5333,-56.3704,-11.3216,-46.6180,0
194.0,-14.0262,-56.2558,-11.7116,-46.5274,0
194.5,-14.5178,-56.1362,-12.1020,-46.4324,0
195.0,-15.0082,-56.0114,-12.4927,-46.3329,0
195.5,-15.4973,-55.8816,-12.8839,-46.2291,0
196.0,-15.9852,-55.7469,-13.2753,-46.1210,0
196.5,-16.4716,-55.6073,-13.6671,-46.0087,0
197.0,-16.9567,-55.4630,-14.0592,-45.8920,0
197.5,-17.4405,-55.3141,-14.4515,-45.7712,0
198.0,-17.9227,-55.1605,-14.8441,-45.6462,0
198.5,-18.4036,-55.0024,-15.2370,-45.5170,0
199.0,-18.8829,-54.8400,-15.6301,-45.3838,0
199.5,-19.3608,-54.6732,-16.0235,-45.2465,0
200.0,-19.8372,-54.5022,-16.4170,-45.1052,0
200.5,-20.3120,-54.3270,-16.8100,-44.9603,0
201.0,-20.7853,-54.1477,-17.2017,-44.8119,0
201.5,-21.2571,-53.9642,-17.5921,-44.6600,0
202.0,-21.7272,-53.7767,-17.9811,-44.5048,0
202.5,-22.1956,-53.5850,-18.3688,-44.3462,0
203.0,-22.6624,-53.3893,-18.7551,-44.1842,0
203.5,-23.1274,-53.1895,-19.1400,-44.0189,0
204.0,-23.5907,-52.9856,-19.5234,-43.8502,0
204.5,-24.0522,-52.7778,-19.9053,-43.6781,0
205.0,-24.5119,-52.5659,-20.2857,-43.5028,0
205.5,-24.9696,-52.3499,-20.6645,-43.3241,0
206.0,-25.4255,-52.1301,-21.0418,-43.1421,0
206.5,-25.8795,-51.9062,-21.4175,-42.9568,0
207.0,-26.3314,-51.6784,-21.7915,-42.7683,0
207.5,-26.7814,-51.4466,-22.1639,-42.5765,0
208.0,-27.2294,-51.2110,-22.5346,-42.3815,0
208.5,-27.6752,-50.9714,-22.9036,-42.1832,0
209.0,-28.1190,-50.7279,-23.2709,-41.9817,0
209.5,-28.5606,-50.4806,-23.6363,-41.7771,0
210.0,-29.0000,-50.2295,-24.0000,-41.5692,0
210.5,-29.4372,-49.9745,-24.3618,-41.3582,0
211.0,-29.8722,-49.7157,-24.7218,-41.1440,0
211.5,-30.3049,-49.4531,-25.0799,-40.9267,0
212.0,-30.7353,-49.1868,-25.4361,-40.7063,0
212.5,-31.1634,-48.9167,-25.7904,-40.4828,0
213.0,-31.5891,-48.6429,-26.1427,-40.2562,0
213.5,-32.0123,-48.3654,-26.4930,-40.0265,0
214.0,-32.4332,-48.0842,-26.8413,-39.7938,0
214.5,-32.8516,-47.7993,-27.1875,-39.5581,0
215.0,-33.2674,-47.5108,-27.5317,-39.3193,0
215.5,-33.6808,-47.2187,-27.8737,-39.0775,0
216.0,-34.0915,-46.9230,-28.2137,-38.8328,0
216.5,-34.4997,-46.6237,-28.5515,-38.5851,0
217.0,-34.9053,-46.3209,-28.8871,-38.3345,0
217.5,-35.3082,-46.0145,-29.2205,-38.0810,0
218.0,-35.7084,-45.7046,-29.5518,-37.8245,0
218.5,-36.1058,-45.3913,-29.8807,-37.5652,0
219.0,-36.5006,-45.0745,-30.2074,-37.3030,0
219.5,-36.8925,-44.7542,-30.5318,-37.0380,0
220.0,-37.2817,-44.4306,-30.8538,-36.7701,0
220.5,-37.6680,-44.1035,-31.1735,-36.4995,0
221.0,-38.0514,-43.7732,-31.4908,-36.2261,0
221.5,-38.4320,-43.4394,-31.8058,-35.9499,0
222.0,-38.8096,-43.1024,-32.1183,-35.6710,0
222.5,-39.1842,-42.7621,-32.4283,-35.3893,0
223.0,-39.5559,-42.4185,-32.7359,-35.1050,0
223.5,-39.9246,-42.0717,-33.0410,-34.8180,0
224.0,-40.2902,-41.7217,-33.3436,-34.5283,0
224.5,-40.6527,-41.3685,-33.6436,-34.2360,0
225.0,-41.0122,-41.0122,-33.9411,-33.9411,0
225.5,-41.3685,-40.6527,-34.2360,-33.6436,0
226.0,-41.7217,-40.2902,-34.5283,-33.3436,0
226.5,-42.0717,-39.9246,-34.8180,-33.0410,0
227.0,-42.4185,-39.5559,-35.1050,-32.7359,0
227.5,-42.7621,-39.1842,-35.3893,-32.4283,0
228.0,-43.1024,-38.8096,-35.6710,-32.1183,0
228.5,-43.4394,-38.4320,-35.9499,-31.8058,0
229.0,-43.7732,-38.0514,-36.2261,-31.4908,0
229.5,-44.1035,-37.6680,-36.4995,-31.1735,0
230.0,-44.4306,-37.2817,-36.7701,-30.8538,0
230.5,-44.7542,-36.8925,-37.0380,-30.5318,0
231.0,-45.0745,-36.5006,-37.3030,-30.2074,0
231.5,-45.3913,-36.1058,-37.5652,-29.8807,0
232.0,-45.7046,-35.7084,-37.8245,-29.5518,0
232.5,-46.0145,-35.3082,-38.0810,-29.2205,0
233.0,-46.3209,-34.9053,-38.3345,-28.8871,0
233.5,-46.6237,-34.4997,-38.5851,-28.5515,0
234.0,-46.9230,-34.0915,-38.8328,-28.2137,0
234.5,-47.2187,-33.6808,-39.0775,-27.8737,0
235.0,-47.5108,-33.2674,-39.3193,-27.5317,0
235.5,-47.7993,-32.8516,-39.5581,-27.1875,0
236.0,-48.0842,-32.4332,-39.7938,-26.8413,0
236.5,-48.3654,-32.0123,-40.0265,-26.4930,0
237.0,-48.6429,-31.5891,-40.2562,-26.1427,0
237.5,-48.9167,-31.1634,-40.4828,-25.7904,0
238.0,-49.1868,-30.7353,-40.7063,-25.4361,0
238.5,-49.4531,-30.3049,-40.9267,-25.0799,0
239.0,-49.7157,-29.8722,-41.1440,-24.7218,0
239.5,-49.9745,-29.4372,-41.3582,-24.3618,0
240.0,-50.2295,-29.0000,-41.5692,-24.0000,0
240.5,-50.4807,-28.5606,-41.7803,-23.6309,0
241.0,-50.7287,-28.1194,-41.9946,-23.2494,0
241.5,-50.9739,-27.6766,-42.2126,-22.8558,0
242.0,-51.2169,-27.2325,-42.4345,-22.4503,0
242.5,-51.4582,-26.7875,-42.6606,-22.0333,0
243.0,-51.6985,-26.3417,-42.8914,-21.6052,0
243.5,-51.9382,-25.8954,-43.1270,-21.1664,0
244.0,-52.1779,-25.4489,-43.3680,-20.7176,0
244.5,-52.4181,-25.0022,-43.6145,-20.2591,0
245.0,-52.6594,-24.5555,-43.8670,-19.7917,0
245.5,-52.9022,-24.1089,-44.1257,-19.3159,0
246.0,-53.1472,-23.6626,-44.3910,-18.8325,0
246.5,-53.3946,-23.2166,-44.6631,-18.3421,0
247.0,-53.6451,-22.7710,-44.9422,-17.8456,0
247.5,-53.8990,-22.3257,-45.2284,-17.3436,0
248.0,-54.1568,-21.8807,-45.5219,-16.8370,0
248.5,-54.4187,-21.4361,-45.8227,-16.3265,0
249.0,-54.6853,-20.9917,-46.1307,-15.8130,0
249.5,-54.9568,-20.5475,-46.4459,-15.2973,0
